A,K,Linf
1.16118619681093,0.62,1.371
2.10887066465556,1.22,1.232
NaN,NaN,NaN
NaN,NaN,NaN
0.423136781323997,0.057,8.6
NaN,NaN,NaN
4.29617473762946,0.191,37.707
NaN,NaN,NaN
0.662211638808321,0.1102,6.488
0.671574003709527,0.0878,8.95
1.4173616554974,0.3,4.708
1.25484498571763,0.28,4.388
2.20431042590792,0.5,4.293
1.63108283511489,0.25,7.24
0.999863115378807,0.15,7.45
2.37501245566807,0.34,7.93
0.793683810744758,0.11,8.28
NaN,NaN,NaN
NaN,NaN,NaN
3.45362249158157,0.52,7.414
0.904761496321963,0.1695,5.54
0.55134272148655,0.1035,5.525
6.31066804791599,0.583,14.22
4.14167820642833,0.436,11.9475
0.539345162581665,0.129,4
0.955842771931597,0.233,3.9
3.45855061858631,0.47,8.5
2.04279061325731,0.33,6.75
1.20191517512124,0.16,8.737
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.2988356551516,0.65,3.2
NaN,NaN,NaN
NaN,NaN,NaN
0.824948550988624,0.31,2.19
0.71570550571888,0.4,1.29
0.634207524792477,0.26,1.95
0.386731842807275,0.05,9.084
0.376339815828434,0.05,8.76
2.27505304668833,0.253,11.105
2.42462836662017,0.277,10.713
2.11454188154341,0.3016,7.969
1.30410931231802,0.1829,8.15
1.96964662818289,0.2992,7.327
0.926694773963312,0.1175,9.323
0.960952726594591,0.1069,11.1
1.38164642971167,0.2119,7.234
1.63674825680475,0.1811,11.18
1.63191571085015,0.1997,9.775
0.823767501404631,0.0903,11.32
0.963827425948502,0.0917,13.673
1.16965150931437,0.1532,8.928
1.07480536233784,0.1377,9.195
1.05820971998457,0.1411,8.718
0.912868954450937,0.1468,6.791
0.780846804843908,0.1255,6.796
0.590526538517208,0.0565,13.571
1.06711531230511,0.1623,7.315
0.703358877079379,0.0986,8.155
1.56771187544339,0.305,5.268
NaN,NaN,NaN
NaN,NaN,NaN
0.14483545136275,0.04,3.302
NaN,NaN,NaN
2.04680029982414,0.17,16.388
4.01943447831014,0.3008,18.831
NaN,NaN,NaN
0.720555541527985,0.2,3.28
0.551749945272841,0.16,3.094
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
5.16897046671884,1.8,2.424
6.14039748577178,2,2.65
0.243118894857658,0.096,2.05
2.11863397060909,0.365,6.195
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.922235626290274,0.288,2.803
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.416852558242589,0.063,7.377
2.23492160330862,0.31,8.271
3.45062575455236,0.54,7.042
2.89016658283598,0.42,7.773
8.18393073921769,1.31,6.833
5.87842478150194,0.87,7.586
2.52504722189743,0.664,3.525
2.05943793068422,0.608,3.021
NaN,NaN,NaN
NaN,NaN,NaN
1.01020111896959,0.114,10.89
1.8101407670335,0.369,4.95
2.15412541565431,0.3806,5.99
1.85930697229474,0.331,5.93
NaN,NaN,NaN
0.553715920592831,0.07,9.36
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.138,NaN
NaN,0.285,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.31528112164218,0.454,5.213
NaN,NaN,NaN
2.49021979048634,0.33,8.79
3.80121341275855,0.61,6.81
2.72690208412551,0.38,8.22
2.03685170289763,0.26,9.24
2.62021738585825,0.34,9.04
2.86669386908501,0.41,7.94
NaN,NaN,NaN
1.57243748172779,0.244,7.122
NaN,NaN,NaN
2.58657599321803,0.352,8.484
1.87691950395519,0.17,14.6
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.875927241536643,0.16,5.73
1.04198134532312,0.165,6.932
NaN,NaN,NaN
3.82324494139851,0.58,7.34
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.46772193737273,0.35,8.029
2.99154944189059,0.46,7.209
3.23721437256762,0.41,9.337
NaN,NaN,NaN
3.14490867034569,0.258,16.66
3.94356341359984,0.369,13.98
NaN,NaN,NaN
0.111723153368432,0.097,0.717
0.0675310429672039,0.089,0.411
0.113344846849087,0.057,1.485
NaN,NaN,NaN
1.92624062720495,0.47,3.895
0.0557382159991321,0.044,0.814
0.60507613426546,0.16,3.499
0.593608408567203,0.17,3.146
0.506191764742141,0.15,3.006
NaN,NaN,NaN
NaN,0.126,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.72170675181806,0.31,5.841
7.06907966823897,0.98,8.277
1.421149874946,0.25,6.025
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.474772907110787,0.273,1.242
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.03337103729852,0.32,17.42
4.54946581231258,0.4,15.19
4.28861841667159,0.4,14.04
1.78151450060261,0.9,1.476
1.1243942578861,0.289,3.634
0.68014065601327,0.198,3.078
0.898209746153826,0.228,3.695
NaN,NaN,NaN
1.60004757556861,0.277,6.155
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.42610185337508,0.312,4.5049
1.38980393575512,0.244,6.041
1.1391184677504,0.191,6.423
1.09954188918636,0.178,6.731
1.33234127217332,0.222,6.477
1.245544333846,0.215,6.179
2.25615717502943,0.415,5.677
1.18408591814434,0.209,5.998
0.773527544022979,0.1,9.085
1.19354922306817,0.18,7.398
1.59319746604019,0.46,3.112
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
3.375635097984,0.604,5.89
5.2713742972248,1.3,3.84
4.96231200533293,1.43,3.12
1.418154250432,0.2,8.09
1.85025174371724,0.665,2.324
12.8569836032997,1.44,11
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.06770063912572,0.73,2.38
0.404023506055813,0.365,0.68
NaN,NaN,NaN
3.83250766623991,0.9,4.099
3.5968513378688,0.88,3.881
2.27270663417618,0.51,4.355
2.57088344943945,0.6,4.133
2.91555838032172,0.63,4.58
NaN,NaN,NaN
0.275031730866479,0.048,6.089
0.355195724130678,0.05,8.11
0.39875489786967,0.0604,7.355
0.271524261814371,0.044,6.722
0.281465741421663,0.05,5.947
NaN,NaN,NaN
NaN,NaN,NaN
2.40275250187673,0.342,7.991
NaN,NaN,NaN
NaN,NaN,NaN
3.47448238325932,0.473,8.48
4.42111652131191,0.478,11.53
2.56891263977427,0.365,8.01
4.19962656670884,0.42,12.793
5.35535658742349,0.33,24.4
7.19338145379802,0.55,18.3
7.9885578406168,0.68,15.86
2.70213860367151,0.24,14.986
2.61312362532799,0.312,10.101
1.37362091701333,0.17,9.629
1.68822782677328,0.21,9.564
0.607526861413909,0.133,4.501
4.42509016464143,0.46,12.15
4.99558978911766,0.74,7.577
0.336537164909833,0.014,41.2
0.746801311091198,0.181,3.93
1.15522889487188,0.197,6.28
1.14505629089642,0.11,13.498
1.91989492773058,0.28,7.736
3.19978582553651,0.25,17.78
2.58823204758209,0.35,8.556
3.36726683145721,0.39,10.519
1.92327277047704,0.25,9.019
2.4787322357154,0.38,7.238
2.78888071696832,0.43,7.183
2.68474505220367,0.38,8.051
3.75644109470234,0.49,8.977
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.34654940849365,0.2,7.55
0.879126655870063,0.14,6.88
1.63160335843036,0.3,5.68
1.82866579197111,0.27,7.61
2.56237294039335,0.29,10.848
4.14432123952902,0.59,7.989
NaN,NaN,NaN
4.80048636898871,0.497,12.216
NaN,NaN,NaN
2.51794776172965,0.26,12.259
2.63828165720623,0.39,7.598
2.20323169729462,0.31,8.115
0.29732644398826,0.04,8.615
0.42121897930432,0.06,7.983
0.42121897930432,0.06,7.983
0.382573519214444,0.05,8.954
0.734187912711919,0.2,3.363
0.29732644398826,0.04,8.615
0.707242793334421,0.11,7.1
0.570668020442862,0.065,10.756
2.74191575390065,0.35,9.24
6.69102585078801,1.01,7.389
2.35213412263771,0.167,20.2
2.19725106225103,0.168,18.3
NaN,NaN,NaN
1.24459155520714,0.157,9.387
1.39643321558869,0.172,9.6905
0.77767268953141,0.064,16.59
1.80500648649546,0.28,7.125
5.49013595232928,0.3,28.64
10.5371877332427,0.75,20.133
NaN,NaN,NaN
2.10488929665038,0.189,14.77
1.4741398652883,0.146,12.96
1.88559037341284,0.17,14.69
1.26156428501182,0.108,15.74
2.29458679772878,0.191,16.34
2.04867888438666,0.199,13.3
2.74120277604691,0.259,13.8
NaN,NaN,NaN
0.496691725513712,0.06,9.945
1.98176819681044,0.32,6.754
NaN,NaN,NaN
2.55821526091389,0.242,13.778
3.77064255790863,0.339,14.745
1.4443482064886,0.218,7.39
1.75965497614394,0.232,8.85
2.82387261879597,0.21,18.99
0.489632867814043,0.06,9.757
2.15557346502326,0.48,4.4
2.11066568450194,0.47,4.4
0.66429277970484,0.11,6.531
0.345647977264178,0.03,15.454
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.35309491085661,0.37,3.346
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.13894938454511,0.35,16
3.78615136359468,0.436,10.6
NaN,0.3,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
5.14824160703581,0.92,5.9
0.303973590940774,0.1,2.615
3.23877242630507,0.51,6.984
3.5655673019547,0.559,7.025
3.12194156576296,0.48,7.21
5.71955220090148,0.56,13.16
6.11118862926302,0.53,15.47
0.81764768943686,0.079,13.395
0.655010161505879,0.092,8.134
0.562568314844133,0.044,17.755
0.591927937625863,0.062,12.028
0.614564339512314,0.079,9.154
0.880361276944126,0.115,8.96
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.56097624068686,0.46,12.65
4.19640326014215,1.1,3.54
NaN,NaN,NaN
NaN,0.822,NaN
1.04897396545185,0.149,8.013
NaN,NaN,NaN
NaN,0.44,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.754469827353371,0.217,3.128
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.46,NaN
0.484263880411073,0.16,2.6
0.687700389765189,0.21,2.888
0.677354456315451,0.22,2.66
0.724044663603955,0.13,5.863
NaN,NaN,NaN
0.237496947426593,0.03,9.37
NaN,NaN,NaN
1.70219453871319,0.3,6.01
2.48779021482467,0.2523,12.557
1.40981521373738,0.1325,13.898
1.25544227588207,0.176,8.1546
1.01886080645355,0.239,4.105
1.21972261680632,0.261,4.64
1.37455143560239,0.22,6.834
NaN,NaN,NaN
2.01578210936779,0.4,5.131
1.18143623333909,0.17,7.876
0.343577913933948,0.06,6.084
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
15.896391792814,2.08,8.94
5.74501863800693,1.01,6.03
2.55209963450481,0.41,6.8
4.30495824894096,0.57,8.8
2.62082631978158,0.33,9.41
1.02875632706387,0.21,4.941
1.38419462160739,0.22,6.898
1.28454104628968,0.28,4.527
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,11.147
NaN,NaN,8.84
NaN,NaN,7.39
1.03719165298906,0.168,6.726
3.89703865251358,0.552,8.043
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
3.90289375579378,1.17,2.96
0.977946305275087,0.14,7.93
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.45126438538329,0.0526,10.43
0.45126438538329,0.0526,10.43
0.45126438538329,0.0526,10.43
NaN,NaN,NaN
NaN,NaN,NaN
5.22681555141615,0.7125,8.465
5.92897798914673,2.12,2.34
5.37293471064059,1.76,2.63
2.73077485359474,0.84,2.86
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.472,NaN
NaN,0.368,NaN
0.811355917381931,0.35,1.822
0.515000311113897,0.21,1.964
NaN,0.21,NaN
NaN,0.314,NaN
0.604705264225394,0.26,1.83
0.216662615619217,0.215,0.6
0.550607229734735,0.07,9.29
NaN,NaN,4.6
NaN,NaN,NaN
0.151059748871328,0.056,2.23
3.79470527090548,0.313,16.54
2.61052783024158,0.217,16.37
2.1322505567279,0.177,16.4
3.00236606139806,0.252,16.16
1.3509381444816,0.156,10.561
1.92041302540837,0.252,8.906
6.05766644549969,0.9,7.547
NaN,NaN,NaN
1.18314136167049,0.458,2.105
1.24293475902898,0.469,2.178
1.89470790861452,0.913,1.572
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.90831419117447,0.31,6.7
3.02335315153855,0.79,3.555
3.20122123676944,0.77,3.97
3.68542864974458,1.06,3.128
3.89380585926681,1.01,3.59
NaN,NaN,NaN
2.91815421031791,0.9,2.85
1.5962331274063,0.4,3.759
0.915158825587343,0.17,5.603
NaN,NaN,NaN
NaN,NaN,NaN
3.0937213764453,0.697,4.332
NaN,NaN,NaN
3.06812213660334,0.71,4.18
1.60879482420445,0.14,15.4
1.33459800410325,0.1,18.8
1.73259401872334,0.14,17
1.84815491498731,0.15,16.9
NaN,NaN,NaN
NaN,NaN,NaN
1.38314662394083,0.21,7.332
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.27729351502709,0.635,3.26
NaN,NaN,NaN
1.03467821321915,0.12,10.5
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.49477840189601,0.2,8.678
2.1079396828605,0.245,10.47
0.451263960374367,0.0732,6.713
4.25132752991697,1,4.09
NaN,NaN,NaN
0.450712548372956,0.088,5.243
0.668161811131652,0.131,5.214
0.38465616930049,0.079,4.901
0.610802793967843,0.153,3.761
0.8342190668723,0.174,4.801
0.280292822051732,0.057,4.966
0.673490035878083,0.147,4.519
0.9686114539215,0.24,3.816
0.738182894654851,0.142,5.348
0.916761787832246,0.197,4.614
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.56657595357401,1.01,4.44
3.00585613432012,0.44,7.698
4.83569697452291,0.64,8.805
NaN,NaN,NaN
1.06344929270331,0.316,2.995
0.554328649180919,0.14,3.72
0.794626998771315,0.564,0.938
0.299949636029438,0.237,0.813
0.814389490468884,0.126,7.15
0.394415476745188,0.064,6.71
NaN,NaN,NaN
NaN,NaN,NaN
0.145316532011091,0.085,1.214
0.163068345000418,0.112,0.98
2.87927931053758,0.24,16.31
2.49231604366717,0.22,15.11
1.87691950395519,0.17,14.6
2.41848956185745,0.19,17.65
2.42583120482369,0.2,16.55
1.87788265093369,0.16,15.84
2.40717617763429,0.19,17.54
2.33579978397666,0.19,16.85
2.45137972868961,0.22,14.78
2.11461825192798,0.18,15.86
2.24791136986225,0.19,16.01
2.55289201446707,0.21,16.6
2.35345203681712,0.19,17.02
2.56326573077532,0.21,16.69
1.10698900964103,0.159,7.895
1.35260315438912,0.203,7.446
2.73859391602502,0.403,7.644
1.50435722224346,0.262,6.106
1.57593753319791,0.295,5.546
0.803904751868474,0.083,12.261
1.68181290854738,0.19,10.874
1.208543763592,0.174,7.87
1.67953609405118,0.193,10.63
1.06043557929562,0.127,10.06
NaN,NaN,NaN
NaN,NaN,NaN
0.12207579712078,0.13,0.5461
0.0271993691404865,0.061,0.2023
0.0412894694606836,0.11,0.1608
0.127685494823069,0.167,0.4152
0.120526054255332,0.175,0.3612
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.89563249639451,0.66,8.591
NaN,NaN,NaN
3.08441104108022,0.281,14.487
2.40035092911259,0.365,7.317
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.503940980635879,0.06,10.139
1.12337732248984,0.12,11.717
0.652641343372145,0.12,5.68
1.6052153790811,0.2089,9.005
2.8987035557079,0.399,8.356
1.41334928248885,0.2754,5.257
1.18141205655701,0.1635,8.296
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
3.19623715533393,0.8146,3.67522
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.766991439985878,0.317,1.929
NaN,NaN,NaN
NaN,NaN,NaN
1.491408145653,0.16,11.65
NaN,NaN,NaN
0.440222460944621,0.128,3.083
NaN,NaN,NaN
4.0780295042696,0.8,5.21
1.98589362849873,0.35,6.01
3.91054292541876,0.6,7.23
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
10.9633681481311,0.9294,15.947
1.00397883795222,0.984,0.61
1.62529561780969,0.313,5.34
1.31379820379054,0.375,3.16
0.819626302272568,0.308,2.19
1.59747574835657,0.43,3.417
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.284,NaN
NaN,0.189,NaN
7.98912673052089,0.92,10.6
0.454799704523002,0.31,0.99
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.611091097008921,0.071,10.475
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.20252378577722,0.154,9.2
0.764367024017208,0.091,10.14
0.0420281694939884,0.042,0.5944
0.0420281694939884,0.042,0.5944
0.0420281694939884,0.042,0.5944
0.31790303206711,0.072,4.3017
0.531940972120089,0.202,2.1596
0.347279960644549,0.064,5.6627
0.222266668054656,0.251,0.505
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.0068657212341,0.48,4
2.54470464344875,0.26,12.433
0.509930810205082,0.06,10.3
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
